club_name,transfermarkt_url,official_name,league,league_code,league_url,league_level,league_country,table_position,years_in_league,market_value,squad_size,average_age,foreigners,foreigners_pct,national_team_players,stadium,stadium_capacity,transfer_record,status
Esteghlal Khuz,https://www.transfermarkt.com/esteghlal-khuzestan/startseite/verein/40472,Esteghlal Khuzestan,Persian Gulf Pro League,IRN1,https://www.transfermarkt.com/persian-gulf-pro-league/startseite/wettbewerb/IRN1,First Tier,,11,3 years,€3.45m,33,25.5,0,,0,Ghadir Ahvaz Stadium,,+€145k,ok
Persepolis,https://www.transfermarkt.com/persepolis-fc/startseite/verein/6079,Persepolis FC,Persian Gulf Pro League,IRN1,https://www.transfermarkt.com/persian-gulf-pro-league/startseite/wettbewerb/IRN1,First Tier,,6,25 years,€16.43m,29,27.6,5,,11,Azadi Sport Complex,,,ok
Vecindario,https://www.transfermarkt.com/ud-vecindario-aufgel-/startseite/verein/10496,UD Vecindario (,2ª B - Grupo I,ES3A,https://www.transfermarkt.com/segunda-division-b-grupo-i-bis-20-21-/startseite/wettbewerb/ES3A,,,,,,1,30.9,1,,0,Municipal de Vecindario,,,ok
Tenerife,https://www.transfermarkt.com/cd-teneriffa/startseite/verein/648,CD Tenerife,Primera Federación - Grupo I,E3G1,https://www.transfermarkt.com/primera-division-r-f-e-f-grupo-i/startseite/wettbewerb/E3G1,Third Tier,,1,1 year,€6.95m,27,27.7,6,,1,Heliodoro Rodríguez López,,+€1.69m,ok
Xerez,https://www.transfermarkt.com/xerez-deportivo-fc/startseite/verein/44564,Xerez Deportivo FC,Segunda Federación - Grupo IV,E4G4,https://www.transfermarkt.com/segunda-division-r-f-e-f-grupo-iv/startseite/wettbewerb/E4G4,Fourth Tier,,15,2 years,€2.35m,23,26.7,3,,0,Chapín,,+€25k,ok
Numancia,https://www.transfermarkt.com/cd-numancia/startseite/verein/2296,CD Numancia,Segunda Federación - Grupo I,E4G1,https://www.transfermarkt.com/segunda-division-r-f-e-f-grupo-i/startseite/wettbewerb/E4G1,Fourth Tier,,4,2 years,€3.10m,25,26.6,7,,2,Los Pajaritos,,,ok
Extremadura,https://www.transfermarkt.com/cd-extremadura-1924/startseite/verein/101648,CD Extremadura 1924,Segunda Federación - Grupo IV,E4G4,https://www.transfermarkt.com/segunda-division-r-f-e-f-grupo-iv/startseite/wettbewerb/E4G4,Fourth Tier,,1,1 year,€2.03m,22,28.8,3,,0,Francisco de la Hera,,,ok
MTK Budapest,https://www.transfermarkt.com/mtk-budapest/startseite/verein/634,MTK Budapest,Nemzeti Bajnokság,UNG1,https://www.transfermarkt.com/nemzeti-bajnoksag/startseite/wettbewerb/UNG1,First Tier,,10,3 years,€11.38m,25,26.4,7,,3,Új Hidegkuti Nándor Stadion,,+€1.61m,ok
Tom Tomsk,https://www.transfermarkt.com/tom-tomsk/startseite/verein/3691,Tom Tomsk (,1.Division,RU2,https://www.transfermarkt.com/1-division/startseite/wettbewerb/RU2,,,,,,0,0.0,,,0,Trud,,,ok
Levadiakos,https://www.transfermarkt.com/apo-levadiakos/startseite/verein/2672,Levadiakos,Super League 1,GR1,https://www.transfermarkt.com/super-league-1/startseite/wettbewerb/GR1,First Tier,Greece,5,2 years,€13.53m,28,27.5,14,,5,"Stadio Livadias ""Lampros Katsonis""",,,ok
Greuther FÃ¼rth,https://www.transfermarkt.com/spvgg-greuther-furth/startseite/verein/65,SpVgg Greuther Fürth,2. Bundesliga,L2,https://www.transfermarkt.com/2-bundesliga/startseite/wettbewerb/L2,Second Tier,Germany,17,4 years,€26.73m,32,25.5,14,,3,Sportpark Ronhof | Thomas Sommer,,,ok
Rijeka,https://www.transfermarkt.com/hnk-rijeka/startseite/verein/144,HNK Rijeka,SuperSport HNL,KR1,https://www.transfermarkt.com/1-hnl/startseite/wettbewerb/KR1,First Tier,,4,19 years,€31.53m,34,24.9,19,,7,Stadion Rujevica,,,ok
Brisbane,https://www.transfermarkt.com/brisbane-roar/startseite/verein/7831,Brisbane Roar,A-League Men,AUS1,https://www.transfermarkt.com/a-league/startseite/wettbewerb/AUS1,First Tier,Australia,11,21 years,€7.60m,30,25.5,7,,2,Suncorp Stadium,,+€450k,ok
Real Murcia,https://www.transfermarkt.com/real-murcia/startseite/verein/171,Real Murcia CF,Primera Federación - Grupo II,E3G2,https://www.transfermarkt.com/primera-division-r-f-e-f-grupo-ii/startseite/wettbewerb/E3G2,Third Tier,,14,4 years,€4.70m,26,28.7,5,,0,Enrique Roca de Murcia,,,ok
Eldense,https://www.transfermarkt.com/cd-eldense/startseite/verein/12567,CD Eldense,Primera Federación - Grupo II,E3G2,https://www.transfermarkt.com/primera-division-r-f-e-f-grupo-ii/startseite/wettbewerb/E3G2,Third Tier,,1,1 year,€4.73m,25,26.3,6,,1,Nuevo Pepico Amat,,+€750k,ok
Langreo,https://www.transfermarkt.com/up-langreo/startseite/verein/16646,UP Langreo,Segunda Federación - Grupo I,E4G1,https://www.transfermarkt.com/segunda-division-r-f-e-f-grupo-i/startseite/wettbewerb/E4G1,Fourth Tier,,14,5 years,€1.13m,21,26.7,2,,0,Ganzábal,,,ok
Levski Sofia,https://www.transfermarkt.com/levski-sofia/startseite/verein/156,Levski Sofia,efbet Liga,BU1,https://www.transfermarkt.com/efbet-liga/startseite/wettbewerb/BU1,First Tier,,1,78 years,€28.50m,23,27.6,17,,7,Georgi Asparuhov,,+€1.35m,ok
Arminia,https://www.transfermarkt.com/arminia-bielefeld/startseite/verein/10,Arminia Bielefeld,2. Bundesliga,L2,https://www.transfermarkt.com/2-bundesliga/startseite/wettbewerb/L2,Second Tier,Germany,16,1 year,€18.50m,29,26.0,6,,1,SchücoArena,,,ok
Alcoyano,https://www.transfermarkt.com/cd-alcoyano/startseite/verein/11259,CD Alcoyano,Segunda Federación - Grupo III,E4G3,https://www.transfermarkt.com/segunda-division-r-f-e-f-grupo-iii/startseite/wettbewerb/E4G3,Fourth Tier,,5,1 year,€2.40m,25,26.7,2,,0,Gestaser El Collao,,,ok
Chicago Fire,https://www.transfermarkt.com/chicago-fire-fc/startseite/verein/432,Chicago Fire FC,Major League Soccer,MLS1,https://www.transfermarkt.com/major-league-soccer/startseite/wettbewerb/MLS1,First Tier,,4,29 years,€46.33m,29,26.0,15,,5,Soldier Field,,,ok
Al-Taawoun,https://www.transfermarkt.com/al-taawoun-fc/startseite/verein/28844,Al,Saudi Pro League,SA1,https://www.transfermarkt.com/saudi-professional-league/startseite/wettbewerb/SA1,First Tier,,6,16 years,€37.35m,28,26.6,12,,5,Al-Taawoun Club Stadium,,+€20.34m,ok
Al-Ettifaq,https://www.transfermarkt.com/al-ettifaq/startseite/verein/7732,Al,Saudi Pro League,SA1,https://www.transfermarkt.com/saudi-professional-league/startseite/wettbewerb/SA1,First Tier,,7,10 years,€32.08m,25,27.4,11,,8,EGO Stadium,,+€17.44m,ok
Krasnodar,https://www.transfermarkt.com/fk-krasnodar/startseite/verein/16704,FC Krasnodar,Premier Liga,RU1,https://www.transfermarkt.com/premier-liga/startseite/wettbewerb/RU1,First Tier,Russia,2,14 years,€117.50m,29,26.3,13,,7,OZON Arena,,,ok
CF La NucÃ­a,https://www.transfermarkt.com/cf-la-nucia/startseite/verein/14796,CF La Nucía,Segunda Federación - Gr. III,E4G3,https://www.transfermarkt.com/segunda-division-r-f-e-f-grupo-iii/startseite/wettbewerb/E4G3,,,,,,20,26.9,2,,0,Olímpic Camilo Cano,,,ok
Crotone,https://www.transfermarkt.com/fc-crotone/startseite/verein/4083,FC Crotone,Serie C - Girone C,IT3C,https://www.transfermarkt.com/serie-c-girone-c/startseite/wettbewerb/IT3C,Third Tier,,6,4 years,€4.90m,26,26.3,1,,0,Ezio Scida,,+€500k,ok
Troyes,https://www.transfermarkt.com/es-troyes-ac/startseite/verein/1095,ESTAC Troyes,Ligue 2,FR2,https://www.transfermarkt.com/ligue-2/startseite/wettbewerb/FR2,Second Tier,France,1,3 years,€40.78m,28,25.5,8,,2,Stade de l'Aube,,+€21.90m,ok
Akhisarspor,https://www.transfermarkt.com/akhisarspor/startseite/verein/19771,Akhisarspor,3.Lig Grup 3,TR4C,https://www.transfermarkt.com/3-lig-grup-3/startseite/wettbewerb/TR4C,,,,,,0,0.0,,,0,Spor Toto Akhisar Stadyumu,,,ok
AcadÃ©mica,https://www.transfermarkt.com/hamilton-academical-fc/startseite/verein/2999,Hamilton Academical FC,Scottish League One,SC3,https://www.transfermarkt.com/scottish-league-one/startseite/wettbewerb/SC3,Third Tier,,9,1 year,,22,22.9,1,,0,ZLX Stadium,,,ok
1860 Munich,https://www.transfermarkt.com/tsv-1860-munchen/startseite/verein/72,TSV 1860 Munich,3. Liga,L3,https://www.transfermarkt.com/3-liga/startseite/wettbewerb/L3,Third Tier,Germany,8,8 years,€9.25m,33,26.8,9,,0,Städtisches Stadion an der Grünwalder Straße,,+€500k,ok
Alanyaspor,https://www.transfermarkt.com/alanyaspor/startseite/verein/11282,Alanyaspor,Süper Lig,TR1,https://www.transfermarkt.com/super-lig/startseite/wettbewerb/TR1,First Tier,Turkey,11,10 years,€30.85m,26,27.6,14,,6,Alanya Oba Stadyumu,,+€3.60m,ok
Moreirense,https://www.transfermarkt.com/moreirense-fc/startseite/verein/979,Moreirense FC,Liga Portugal,PO1,https://www.transfermarkt.com/liga-nos/startseite/wettbewerb/PO1,First Tier,Poland,7,3 years,€29.95m,26,24.7,15,,1,Estádio C. J. de Almeida Freitas,,+€2.50m,ok
Lorca FC,https://www.transfermarkt.com/lorca-fc/startseite/verein/34559,Lorca FC (,LaLiga2,ES2,https://www.transfermarkt.com/laliga2/startseite/wettbewerb/ES2,,Spain,,,,0,0.0,,,0,Francisco Artés Carrasco,,,ok
Terrassa,https://www.transfermarkt.com/fc-terrassa/startseite/verein/1881,Terrassa FC,Segunda Federación - Grupo III,E4G3,https://www.transfermarkt.com/segunda-division-r-f-e-f-grupo-iii/startseite/wettbewerb/E4G3,Fourth Tier,,8,5 years,€2.48m,22,27.1,4,,0,Olímpic de Terrassa,,,ok
Ponferradina,https://www.transfermarkt.com/sd-ponferradina/startseite/verein/4032,SD Ponferradina,Primera Federación - Grupo I,E3G1,https://www.transfermarkt.com/primera-division-r-f-e-f-grupo-i/startseite/wettbewerb/E3G1,Third Tier,,7,3 years,€4.60m,26,27.4,7,,1,El Toralín,,+€250k,ok
Lobos BUAP,https://www.transfermarkt.com/lobos-buap/startseite/verein/13357,Lobos BUAP (,Liga MX Apertura,MEXA,https://www.transfermarkt.com/liga-mx-apertura/startseite/wettbewerb/MEXA,,,,,,0,0.0,,,0,Estadio Universitario BUAP,,,ok
Veracruz,https://www.transfermarkt.com/racing-fc-porto-palmeiras/startseite/verein/111341,Racing de Veracruz,,,,,,,,,31,24.2,0,,0,-,,,ok
Boavista,https://www.transfermarkt.com/boavista-fc-u19/startseite/verein/12963,Boavista FC Y19,,,,,,,,€100k,2,18.8,0,,0,-,,,ok
CE L'Hospitalet,https://www.transfermarkt.com/ce-lhospitalet/startseite/verein/9477,CE L'Hospitalet,2ª B - Grupo III,ES3C,https://www.transfermarkt.com/segunda-division-b-grupo-iii-bis-20-21-/startseite/wettbewerb/ES3C,,,,,,23,27.6,2,,0,Municipal de L’Hospitalet,,,ok
Saguntino,https://www.transfermarkt.com/atletico-saguntino/startseite/verein/50257,Atlético Saguntino,Segunda Federación - Gr. III,E4G3,https://www.transfermarkt.com/segunda-division-r-f-e-f-grupo-iii/startseite/wettbewerb/E4G3,,,,,,22,24.4,2,,0,Nou Camp de Morvedre,,,ok
Torrent CF,https://www.transfermarkt.com/torrent-cf/startseite/verein/67509,Torrent CF,Segunda Federación - Grupo III,E4G3,https://www.transfermarkt.com/segunda-division-r-f-e-f-grupo-iii/startseite/wettbewerb/E4G3,Fourth Tier,,17,3 years,€1.40m,24,26.1,5,,0,San Gregorio,,+€20k,ok
Gil Vicente FC,https://www.transfermarkt.com/gil-vicente-fc/startseite/verein/2424,Gil Vicente FC,Liga Portugal,PO1,https://www.transfermarkt.com/liga-nos/startseite/wettbewerb/PO1,First Tier,Poland,6,7 years,€36.35m,28,24.9,19,,2,Estádio Cidade de Barcelos,,+€31.40m,ok
Orlando City,https://www.transfermarkt.com/orlando-city-sc/startseite/verein/45604,Orlando City SC,Major League Soccer,MLS1,https://www.transfermarkt.com/major-league-soccer/startseite/wettbewerb/MLS1,First Tier,,12,12 years,€48.85m,26,24.7,18,,5,Inter&Co Stadium,,,ok
Apollon Limassol,https://www.transfermarkt.com/apollon-limassol/startseite/verein/429,Apollon Limassol,Cyprus League,ZYP1,https://www.transfermarkt.com/protathlima-cyta/startseite/wettbewerb/ZYP1,First Tier,,3,26 years,€11.95m,26,28.0,18,,3,Limassol Arena,,+€700k,ok
Perth Glory,https://www.transfermarkt.com/perth-glory/startseite/verein/970,Perth Glory,A-League Men,AUS1,https://www.transfermarkt.com/a-league/startseite/wettbewerb/AUS1,First Tier,Australia,10,21 years,€7.38m,31,25.0,7,,2,HBF Park,,,ok
Internacional,https://www.transfermarkt.com/sc-internacional-porto-alegre/startseite/verein/6600,Sport Club Internacional,Campeonato Brasileiro Série A,BRA1,https://www.transfermarkt.com/campeonato-brasileiro-serie-a/startseite/wettbewerb/BRA1,First Tier,Brazil,14,9 years,€71.60m,30,27.2,10,,4,Estádio Beira-Rio,,+€41.39m,ok
Pontevedra,https://www.transfermarkt.com/pontevedra-cf/startseite/verein/5650,Pontevedra CF,Primera Federación - Grupo I,E3G1,https://www.transfermarkt.com/primera-division-r-f-e-f-grupo-i/startseite/wettbewerb/E3G1,Third Tier,,4,1 year,€4.50m,23,27.7,4,,0,Pasarón,,,ok
Omiya Ardija,https://www.transfermarkt.com/omiya-ardija/startseite/verein/7452,RB Omiya Ardija,J2/J3 100 Year Vision League,J2J3,https://www.transfermarkt.com/j2-j3-100-year-vision-league/startseite/wettbewerb/J2J3,,,4,1 year,€9.38m,33,25.1,5,,1,NACK5 Stadium Omiya,,,ok
Derby County,https://www.transfermarkt.com/derby-county/startseite/verein/22,Derby County,Championship,GB2,https://www.transfermarkt.com/championship/startseite/wettbewerb/GB2,Second Tier,England,8,2 years,€63.68m,25,27.6,11,,7,Pride Park Stadium,,,ok
Blackpool,https://www.transfermarkt.com/fc-blackpool/startseite/verein/1181,Blackpool FC,League One,GB3,https://www.transfermarkt.com/league-one/startseite/wettbewerb/GB3,Third Tier,England,13,3 years,€13.08m,25,26.7,8,,3,Bloomfield Road,,+€637k,ok
Mumbai City,https://www.transfermarkt.com/mumbai-city-fc/startseite/verein/45274,Mumbai City FC,Indian Super League,IND1,https://www.transfermarkt.com/indian-super-league/startseite/wettbewerb/IND1,First Tier,India,2,9 years,€2.28m,27,26.3,4,,5,Mumbai Football Arena,,+€313k,ok
Bengaluru,https://www.transfermarkt.com/bengaluru-fc/startseite/verein/41030,Bengaluru FC,Indian Super League,IND1,https://www.transfermarkt.com/indian-super-league/startseite/wettbewerb/IND1,First Tier,India,5,9 years,€2.58m,30,25.9,2,,10,Sree Kanteerava Stadium,,,ok
Majadahonda,https://www.transfermarkt.com/cf-rayo-majadahonda/startseite/verein/13702,CF Rayo Majadahonda,Segunda Federación - Grupo V,E4G5,https://www.transfermarkt.com/segunda-division-r-f-e-f-grupo-v/startseite/wettbewerb/E4G5,Fourth Tier,,1,2 years,€2.58m,24,25.6,4,,0,Cerro del Espino,,,ok
Panthrakikos,https://www.transfermarkt.com/panthrakikos-komotini/startseite/verein/7185,Panthrakikos,Football League,GR2,https://www.transfermarkt.com/football-league/startseite/wettbewerb/GR2,,,,,,29,25.3,4,,0,Dimotiko Stadio Komotinis,,,ok
FC JuÃ¡rez,https://www.transfermarkt.com/fc-juarez/startseite/verein/49283,FC Juárez,Liga MX Apertura,MEXA,https://www.transfermarkt.com/liga-mx-apertura/startseite/wettbewerb/MEXA,First Tier,,8,7 years,€40.80m,25,26.9,12,,2,Estadio Olímpico Benito Juárez,,,ok
Coritiba,https://www.transfermarkt.com/coritiba-fc/startseite/verein/776,Coritiba Foot Ball Club,Campeonato Brasileiro Série A,BRA1,https://www.transfermarkt.com/campeonato-brasileiro-serie-a/startseite/wettbewerb/BRA1,First Tier,Brazil,9,1 year,€36.00m,30,28.9,3,,0,Estádio Major Antônio Couto Pereira,,,ok
Chapecoense,https://www.transfermarkt.com/chapecoense/startseite/verein/17776,Associação Chapecoense de Futebol,Campeonato Brasileiro Série A,BRA1,https://www.transfermarkt.com/campeonato-brasileiro-serie-a/startseite/wettbewerb/BRA1,First Tier,Brazil,20,1 year,€17.65m,37,28.3,3,,0,Arena Condá,,,ok
Boston River,https://www.transfermarkt.com/ca-boston-river/startseite/verein/18074,CA Boston River,Liga AUF Intermedio,URUI,https://www.transfermarkt.com/torneo-intermedio/startseite/wettbewerb/URUI,First Tier,,1,3 years,€8.03m,28,24.9,6,,0,Estadio Campeones Olímpicos de Florida,,+€5.40m,ok
Dynamo Kyiv,https://www.transfermarkt.com/dynamo-kiew/startseite/verein/338,Dynamo Kyiv,Premier Liga,UKR1,https://www.transfermarkt.com/premier-liga/startseite/wettbewerb/UKR1,First Tier,Ukraine,4,35 years,€80.40m,28,25.5,5,,12,Valeriy Lobanovsky Stadion,,+€11.66m,ok
East Bengal,https://www.transfermarkt.com/sc-east-bengal/startseite/verein/14099,East Bengal FC,Indian Super League,IND1,https://www.transfermarkt.com/indian-super-league/startseite/wettbewerb/IND1,First Tier,India,1,6 years,€4.50m,29,27.1,6,,5,Vivekanada Yuba Bharati Krirangan,,,ok
Ferrol,https://www.transfermarkt.com/racing-ferrol/startseite/verein/1176,Racing Ferrol,Primera Federación - Grupo I,E3G1,https://www.transfermarkt.com/primera-division-r-f-e-f-grupo-i/startseite/wettbewerb/E3G1,Third Tier,,10,1 year,€5.45m,24,27.5,2,,1,A Malata,,+€1.00m,ok
Ontinyent,https://www.transfermarkt.com/ontinyent-1931-cf/startseite/verein/85045,Ontinyent 1931 CF,,,,,,,,,13,27.8,0,,0,-,,,ok
Auxerre,https://www.transfermarkt.com/aj-auxerre/startseite/verein/290,AJ Auxerre,Ligue 1,FR1,https://www.transfermarkt.com/ligue-1/startseite/wettbewerb/FR1,First Tier,France,15,2 years,€78.55m,29,24.3,15,,9,Stade de l'Abbé-Deschamps,,+€14.65m,ok
Panionios,https://www.transfermarkt.com/panionios-athen/startseite/verein/169,Panionios FC,Super League 2,GRS2,https://www.transfermarkt.com/super-league-2/startseite/wettbewerb/GRS2,Second Tier,,2,2 years,€5.28m,33,26.4,9,,1,Stadio Neas Smyrnis,,,ok
Hearts,https://www.transfermarkt.com/hearts-of-oak/startseite/verein/3601,Hearts of Oak,Ghana Premier League,GHPL,https://www.transfermarkt.com/premier-league/startseite/wettbewerb/GHPL,First Tier,,3,7 years,€1.90m,32,24.9,0,,1,Accra Sports Stadium,,,ok
Lokeren,https://www.transfermarkt.com/ksc-lokeren-temse/startseite/verein/7773,KSC Lokeren,Challenger Pro League,BE2,https://www.transfermarkt.com/proximus-league/startseite/wettbewerb/BE2,Second Tier,,8,2 years,€6.70m,27,26.0,9,,1,Daknamstadion,,+€165k,ok
Helsingborg,https://www.transfermarkt.com/helsingborgs-if/startseite/verein/699,Helsingborgs IF,Superettan,SE2,https://www.transfermarkt.com/superettan/startseite/wettbewerb/SE2,Second Tier,,6,4 years,€5.28m,24,23.6,10,,1,Olympia,,,ok
Augsburg,https://www.transfermarkt.com/fc-augsburg/startseite/verein/167,FC Augsburg,Bundesliga,L1,https://www.transfermarkt.com/bundesliga/startseite/wettbewerb/L1,First Tier,Germany,9,15 years,€159.15m,29,25.6,19,,9,WWK ARENA,,,ok
Real Salt Lake,https://www.transfermarkt.com/real-salt-lake-city/startseite/verein/6643,Real Salt Lake City,Major League Soccer,MLS1,https://www.transfermarkt.com/major-league-soccer/startseite/wettbewerb/MLS1,First Tier,,4,22 years,€44.90m,34,23.8,18,,3,America First Field,,,ok
Brussels,https://www.transfermarkt.com/rwd-molenbeek/startseite/verein/54189,RWDM Brussels,Challenger Pro League,BE2,https://www.transfermarkt.com/proximus-league/startseite/wettbewerb/BE2,Second Tier,,13,2 years,€9.75m,25,23.6,16,,3,Edmond Machtensstadion,,+€2.93m,ok
Mechelen,https://www.transfermarkt.com/kv-mechelen/startseite/verein/354,KV Mechelen,Jupiler Pro League,BE1,https://www.transfermarkt.com/jupiler-pro-league/startseite/wettbewerb/BE1,First Tier,Belgium,5,7 years,€40.45m,29,23.4,19,,5,Achter de Kazerne,,+€5.63m,ok
Pars Jonoubi,https://www.transfermarkt.com/pars-jonoubi-jam/startseite/verein/44255,Pars Jonoubi Jam,Azadegan League,IRN2,https://www.transfermarkt.com/azadegan-league/startseite/wettbewerb/IRN2,Second Tier,,5,6 years,€2.90m,33,26.8,0,,0,Takhti Jam Stadium,,,ok
Bethlehem,https://www.transfermarkt.com/super-eagles-fc-bethlehem/startseite/verein/60445,Super Eagles FC Bethlehem,,,,,,,,,36,34.9,1,,0,Goble Park,,,ok
Philadelphia Union,https://www.transfermarkt.com/philadelphia-union/startseite/verein/25467,Philadelphia Union,Major League Soccer,MLS1,https://www.transfermarkt.com/major-league-soccer/startseite/wettbewerb/MLS1,First Tier,,15,17 years,€40.63m,29,24.0,11,,4,Subaru Park,,,ok
Vila Nova,https://www.transfermarkt.com/villanova-wildcats-villanova-university-/startseite/verein/47910,Villanova Wildcats (Villanova University),,,,,,,,,7,20.8,0,,0,-,,,ok
Olhanense,https://www.transfermarkt.com/sc-olhanense/startseite/verein/4750,SC Olhanense,Liga Portugal 2,PO2,https://www.transfermarkt.com/liga-portugal-2/startseite/wettbewerb/PO2,,,,,,17,27.5,3,,0,Estádio José Arcanjo,,,ok
Rapid Wien,https://www.transfermarkt.com/sk-rapid-wien/startseite/verein/170,Rapid Vienna,Bundesliga,A1,https://www.transfermarkt.com/bundesliga/startseite/wettbewerb/A1,First Tier,Austria,5,52 years,€43.20m,31,25.2,17,,6,Allianz-Stadion,,+€7.92m,ok
RB Salzburg,https://www.transfermarkt.com/red-bull-salzburg/startseite/verein/409,Red Bull Salzburg,Bundesliga,A1,https://www.transfermarkt.com/bundesliga/startseite/wettbewerb/A1,First Tier,Austria,3,37 years,€130.40m,30,22.9,21,,7,Red Bull Arena Salzburg,,+€60.55m,ok
Viktoria PlzeÅˆ,https://www.transfermarkt.com/fc-viktoria-pilsen/startseite/verein/941,FC Viktoria Plzen,Chance Liga,TS1,https://www.transfermarkt.com/fortuna-liga/startseite/wettbewerb/TS1,First Tier,,3,21 years,€52.18m,28,25.0,12,,14,Doosan Aréna,,+€11.09m,ok
